segment_id,ndvi,vegetation_level,risk_category
772,0.5020408163265306,Medium,Low
773,0.33206831119544594,Medium,Low
774,0.5555743100683602,Medium,High
775,0.43456543456543456,Medium,Low
776,0.362116991643454,Medium,Low
777,0.4495129713569293,Medium,Low
778,0.33866623132805485,Medium,Low
779,0.5192505426710842,Medium,Low
780,0.4241189163270199,Medium,Medium
781,0.3976318622174381,Medium,Low
782,0.3967723118802256,Medium,Low
783,0.42158476369621445,Medium,Low
784,0.3431348118614503,Medium,Low
785,0.056424778761061944,Low,Low
786,0.36828246558946737,Medium,Low
787,0.42131061005957315,Medium,Low
788,0.45058967059780397,Medium,Low
789,0.4814001372683596,Medium,Low
790,0.481441506266115,Medium,Medium
791,0.4055038012635186,Medium,Low
792,0.5091726400194387,Medium,Low
793,0.5967501692620176,Medium,High
794,0.44202180376610506,Medium,Low
795,0.4885946366974519,Medium,Medium
796,0.4409484724122207,Medium,Low
797,0.5162485445114852,Medium,Low
798,0.42385216367593015,Medium,Medium
799,0.42836732043122483,Medium,Low
800,0.27949709864603484,Low,Low
801,0.39635395329782874,Medium,Low
802,0.4513556618819777,Medium,Medium
803,0.4584546750108433,Medium,Medium
804,0.4196559989907061,Medium,Medium
805,0.579504132231405,Medium,Medium
806,0.38614794373022815,Medium,Low
807,0.41536539662710803,Medium,Medium
808,0.3909476465271501,Medium,Medium
809,0.3253594297450767,Medium,Low
810,0.31921373200442965,Medium,Low
811,0.5867804771284745,Medium,Medium
812,0.39555555555555555,Medium,Low
813,0.35541052292321323,Medium,Medium
814,0.4212060076216095,Medium,Low
815,0.5356347438752784,Medium,Low
816,0.4680664916885389,Medium,Low
817,0.3139399581103095,Medium,Low
818,0.2649298597194389,Low,Low
819,0.4117921230482405,Medium,Low
820,0.26478485820944403,Low,Low
821,0.339752794436467,Medium,Medium
822,0.46149732620320855,Medium,Medium
823,0.5486170866625691,Medium,High
824,0.36207655081390233,Medium,Low
825,0.5065373260227752,Medium,Medium
826,0.44930929524701474,Medium,Low
827,0.3150384193194292,Medium,Low
828,0.48635346756152126,Medium,Low
829,0.5640454705261925,Medium,High
830,0.4934163275077807,Medium,Low
831,0.4159334126040428,Medium,Medium
832,0.4425970434267277,Medium,Medium
833,0.41250562303193883,Medium,Medium
834,0.49310964649490713,Medium,Medium
835,0.49078947368421055,Medium,Low
836,0.3364950838635049,Medium,Low
837,0.43189284811726053,Medium,Low
838,0.35697228453578406,Medium,Medium
839,0.455207132892582,Medium,Low
840,0.4092526690391459,Medium,Low
841,0.44155181214905564,Medium,Medium
842,0.6691046927553254,High,High
843,0.31242037911514264,Medium,Low
844,0.4208611991082952,Medium,Medium
845,0.5079006772009029,Medium,Medium
846,0.5286624203821656,Medium,Medium
847,0.4613583138173302,Medium,Medium
848,0.4262150220913107,Medium,Low
849,0.37531690497921105,Medium,Low
850,0.36357630477868313,Medium,Low
851,0.43802765006488,Medium,Low
852,0.3752544673150871,Medium,Medium
853,0.40367705835331735,Medium,Medium
854,0.4591549295774648,Medium,Low
855,0.3022849785033063,Medium,Medium
856,0.4385650224215247,Medium,Medium
857,0.4039266173157386,Medium,Low
858,0.4467120181405896,Medium,Low
859,0.46274558700415025,Medium,Medium
860,0.5767822232012556,Medium,Medium
861,0.38629142078983203,Medium,Low
862,0.40592389585748917,Medium,Low
863,0.39833822091886606,Medium,Low
864,0.30792917628945343,Medium,Low
865,0.477112676056338,Medium,Low
866,0.4607379375591296,Medium,Medium
867,0.5200921423086767,Medium,Low
868,0.3970254600453743,Medium,Low
869,0.34813524887534464,Medium,Low
870,0.29602157788267025,Low,Low
871,0.3354683746997598,Medium,Low
872,-0.14803625377643503,Low,Low
873,0.3755566551212271,Medium,Low
874,0.4119853240929474,Medium,Low
875,0.39454767394547674,Medium,Low
876,0.40373431282522193,Medium,Low
877,0.4248421052631579,Medium,Medium
878,0.45875251509054327,Medium,Medium
879,0.3693555793662941,Medium,Low
880,0.21436158912258338,Low,Low
881,0.49309141660851363,Medium,Low
882,0.4818802268576372,Medium,Medium
883,0.4377537212449256,Medium,Low
884,0.23686899652564888,Low,Low
885,0.479200183865778,Medium,Medium
886,0.45452372415441616,Medium,Medium
887,0.40046773971660476,Medium,Low
888,0.2558947629684785,Low,Low
889,0.36935603256846783,Medium,Low
890,0.45809015273811005,Medium,Medium
891,0.5679410409949333,Medium,Medium
892,0.601733164831197,High,Medium
893,0.5839087374335038,Medium,Medium
894,0.24888982871643053,Low,Low
895,0.4096313912009512,Medium,Low
896,0.40546071770102543,Medium,Medium
897,0.4261028495472293,Medium,Low
898,0.427760028399006,Medium,Low
899,0.5137591517293613,Medium,Low
900,0.41920152091254753,Medium,Medium
901,0.39054412700700125,Medium,Medium
902,0.4261749434163227,Medium,Low
903,0.35978358881875566,Medium,Low
904,0.1948784722222222,Low,Low
905,0.4818632542279879,Medium,Low
906,0.5191284519888523,Medium,Low
907,0.3375883291543196,Medium,Low
908,0.39995480736639927,Medium,Low
909,0.43624793777987275,Medium,Low
910,0.3660520472067667,Medium,Medium
911,0.4609375,Medium,Low
912,0.4311111111111111,Medium,Low
913,0.38467502261274067,Medium,Low
914,0.4144884241971621,Medium,Low
915,0.35244457941087154,Medium,Medium
916,0.4592608280054261,Medium,Medium
917,0.49542584718464117,Medium,Low
918,0.6452179828788479,High,Medium
919,0.2773984492535586,Low,Low
920,0.37094715343375034,Medium,Low
921,0.3352179034157833,Medium,Low
922,0.45049332559489264,Medium,Low
923,0.3377517868745939,Medium,Low
924,0.45008801683053545,Medium,Low
925,0.44145785876993165,Medium,Low
926,0.5130282461134223,Medium,Low
927,0.4075867191153412,Medium,Low
928,0.4150255288110868,Medium,Low
929,0.37964270145534973,Medium,Low
930,0.65963893447797,High,High
931,0.4178307313064914,Medium,Low
932,0.3631291619173316,Medium,Medium
933,0.28077007862443976,Low,Low
934,0.4092384519350811,Medium,Low
935,0.3413897280966767,Medium,Low
936,0.4413691040090946,Medium,Medium
937,0.3402922755741127,Medium,Low
938,0.5755584756898817,Medium,High
939,0.3294543857723131,Medium,Low
940,0.47313361864003806,Medium,Low
941,0.635626453971419,High,Medium
942,0.3758474089394462,Medium,Medium
943,0.39953719008264466,Medium,Medium
944,0.621971330711658,High,Medium
945,0.6434643995749203,High,Medium
946,0.3935890698896479,Medium,Low
947,0.555581048525869,Medium,Medium
948,0.40047442887049994,Medium,Medium
949,0.3820375335120643,Medium,Medium
950,0.34527687296416937,Medium,Low
951,0.32473937650306306,Medium,Medium
952,0.42093373493975905,Medium,Medium
953,0.5043904664157829,Medium,Medium
954,0.4315937940761636,Medium,Low
955,0.4933696021761306,Medium,Medium
956,0.4568210262828536,Medium,Medium
957,0.5021622996692954,Medium,Medium
958,0.41804362194315925,Medium,Low
959,0.43847241867043846,Medium,Low
960,0.5306688585225522,Medium,Low
961,0.3313253012048193,Medium,Low
962,0.4540130440569679,Medium,Low
963,0.5963213939980639,Medium,High
964,0.4515625,Medium,Low
965,0.38634146341463416,Medium,Low
966,0.3544365172819838,Medium,Low
967,0.43251139418020335,Medium,Low
968,0.3773051250141419,Medium,Low
969,0.3770742915496553,Medium,Low
970,0.5945132151221144,Medium,High
971,0.5405675613320003,Medium,High
972,0.4771415889924545,Medium,Low
973,0.4645847476804707,Medium,Low
974,0.47387887193712436,Medium,Medium
975,0.30352045670789723,Medium,Low
976,0.504110774556469,Medium,High
977,0.22497687326549495,Low,Low
978,0.374361730717549,Medium,Low
979,0.33752515986533904,Medium,Low
980,0.36274049741905207,Medium,Medium
981,0.4839907192575406,Medium,Low
982,0.4337680164722032,Medium,Medium
983,0.4607948442534909,Medium,Low
984,0.2581353563585546,Low,Low
985,0.44652189060504005,Medium,Medium
986,0.33271375464684017,Medium,Low
987,0.4364213853206702,Medium,Low
988,0.5903271692745377,Medium,Medium
989,0.3569709610139579,Medium,Medium
990,0.5221730890713835,Medium,Low
991,0.6191826128041578,High,Medium
992,0.4042625169147497,Medium,Low
993,0.2143120116721437,Low,Low
994,0.40201117318435753,Medium,Low
995,0.42450740352104466,Medium,Low
996,0.6832941176470588,High,Medium
997,0.3998162414304898,Medium,Medium
998,0.4449065359191,Medium,Low
999,0.35788958744768357,Medium,Low
1000,0.433564326604399,Medium,Low
1001,0.4691802342187946,Medium,Medium
1002,0.4430379746835443,Medium,Medium
1003,0.39176605129880737,Medium,Medium
1004,0.36492890995260663,Medium,Medium
1005,0.3513393188395043,Medium,Low
1006,0.5166278330862105,Medium,Medium
1007,0.47258485639686676,Medium,Low
1008,0.5051749630359783,Medium,Medium
1009,0.4592437773133194,Medium,Low
1010,0.3519887812340643,Medium,Low
1011,0.42196531791907516,Medium,Low
1012,0.5585009140767825,Medium,Low
1013,0.45351418002466093,Medium,Low
1014,0.36006683375104426,Medium,Medium
1015,0.3806390977443609,Medium,Low
1016,0.4067656765676568,Medium,Low
1017,0.3907452061086233,Medium,Low
1018,0.49112709832134294,Medium,Low
1019,0.38946175637393765,Medium,Low
1020,0.40355076800319173,Medium,Medium
1021,0.4645088928056402,Medium,Medium
1022,0.35851419031719534,Medium,Low
1023,0.4160618122219621,Medium,Low
1024,0.4541871921182266,Medium,Low
1025,0.3343821856468595,Medium,Low
1026,0.25378387891587467,Low,Low
1027,0.46668228129757583,Medium,Low
1028,0.23968621254021108,Low,Low
1029,0.33840490797546013,Medium,Medium
1030,0.43137092086689366,Medium,Low
1031,0.38795566221003314,Medium,Low
1032,0.5370950805693938,Medium,Low
1033,0.46213446638340416,Medium,Low
1034,0.43204419889502765,Medium,Low
1035,0.27800987466767946,Low,Low
1036,0.3072779821334735,Medium,Medium
1037,0.29997098926602844,Low,Medium
1038,0.44464240264698396,Medium,Low
1039,0.5299374441465594,Medium,Medium
1040,0.31197490758373475,Medium,Low
1041,0.45661123003457926,Medium,Low
1042,0.5806597379123362,Medium,Medium
1043,0.38122605363984674,Medium,Low
1044,0.37826494437879465,Medium,Low
1045,0.4816049224458403,Medium,Low
1046,0.329794933655006,Medium,Low
1047,0.5086031452358927,Medium,Medium
1048,0.4291799787007455,Medium,Medium
1049,0.36370177975452134,Medium,Low
1050,0.33007053404347203,Medium,Low
1051,0.5813422490418332,Medium,Medium
1052,0.37150947374762777,Medium,Medium
1053,0.28476611883691527,Low,Low
1054,0.5055217489294569,Medium,Medium
1055,0.419063465652484,Medium,Low
1056,0.6912036610678587,High,Medium
1057,0.35850039052330124,Medium,Medium
1058,0.5448107448107448,Medium,Medium
1059,0.3903345724907063,Medium,Low
1060,0.5036330608537694,Medium,Medium
1061,0.40889591329871305,Medium,Low
1062,0.4998935943817834,Medium,Low
1063,0.4369000018426048,Medium,Low
1064,0.44879693130303383,Medium,Low
1065,0.4619015509103169,Medium,Low
1066,0.4945652173913043,Medium,Medium
1067,0.6820809248554913,High,High
1068,0.4021257750221435,Medium,Low
1069,0.44894651539708263,Medium,Medium
1070,0.3700736685318627,Medium,Low
1071,0.3470276049024475,Medium,Low
1072,0.5489040773037945,Medium,Medium
1073,0.47889432192395964,Medium,Low
1074,0.41618363088337584,Medium,Medium
1075,0.4803266518188567,Medium,Low
1076,0.44766182981611347,Medium,Medium
1077,0.3885180240320427,Medium,Medium
1078,0.565518093120909,Medium,Medium
1079,0.54987651669709,Medium,Medium
1080,0.5006593406593407,Medium,Low
1081,0.3651670473256493,Medium,Low
1082,0.3987452948557089,Medium,Medium
1083,0.6699109678654626,High,High
1084,0.4143147437344773,Medium,Low
1085,0.37817565932736513,Medium,Low
1086,0.4253079507278835,Medium,Low
1087,0.29913135968799853,Low,Low
1088,0.36401247533575204,Medium,Low
1089,0.46044538706256627,Medium,Medium
1090,0.5181390864167772,Medium,Medium
1091,0.49846040152728166,Medium,High
1092,0.48054745344402056,Medium,Low
1093,0.5474599410792556,Medium,Medium
1094,0.4467671366067088,Medium,Low
1095,0.420816509645581,Medium,Low
1096,0.4307771487390633,Medium,Low
1097,0.4577882202167992,Medium,Medium
1098,0.4447212438793919,Medium,Medium
1099,0.3837739288969918,Medium,Low
1100,0.36089177891314445,Medium,Low
1101,0.6421938838677727,High,Medium
1102,0.4439461883408072,Medium,Medium
1103,0.4334096109839817,Medium,Medium
1104,0.5210685761498209,Medium,Medium
1105,0.4213324284583192,Medium,Low
1106,0.46595932802829354,Medium,Medium
1107,0.5487666892962209,Medium,Low
1108,0.48982921788317196,Medium,Low
1109,0.3552492046659597,Medium,Low
1110,0.46461242176215695,Medium,Low
1111,0.3699204021784667,Medium,Low
1112,0.49722577891591974,Medium,Low
1113,0.34832535885167465,Medium,Low
1114,0.4667584663711863,Medium,Medium
1115,0.4451189499589828,Medium,Low
1116,0.474671669793621,Medium,Low
1117,0.3962603683396598,Medium,Medium
1118,0.3689727463312369,Medium,Low
1119,0.5693633833168719,Medium,Medium
1120,0.22486368593238823,Low,Low
1121,0.40507166482910695,Medium,Medium
1122,0.4507078507078507,Medium,Low
1123,0.4741397361624904,Medium,Low
1124,0.2471020314472627,Low,Medium
1125,0.35801787882132213,Medium,Medium
1126,0.4411187146682535,Medium,Low
1127,0.5060765417809425,Medium,Low
1128,0.44738476829419804,Medium,Low
1129,-0.1412989588497769,Low,Low
1130,0.32422041862451945,Medium,Low
1131,0.577965348733896,Medium,Medium
1132,0.5181730729014178,Medium,Low
1133,0.6118143459915611,High,High
1134,0.5253752680486061,Medium,Low
1135,0.560077519379845,Medium,Medium
1136,0.28943937418513693,Low,Low
1137,0.35346938775510206,Medium,Low
1138,0.6339075474036435,High,High
1139,0.3292380081035159,Medium,Low
1140,0.7026990990304577,High,Medium
1141,0.6518875095008867,High,Medium
1142,0.39078313844944484,Medium,Low
1143,0.5023762072665952,Medium,Medium
1144,0.3518993839835729,Medium,Low
1145,0.4663891269744092,Medium,Medium
1146,0.4055778532468869,Medium,Low
1147,0.40540540540540543,Medium,Low
1148,0.4769824053988913,Medium,Low
1149,0.3414324569356301,Medium,Low
1150,0.41306347746090155,Medium,Low
1151,0.41891618983507234,Medium,Low
1152,0.31641896396219754,Medium,Low
1153,0.5103915992124262,Medium,Medium
1154,0.4785161462503336,Medium,Medium
1155,0.42232630757220924,Medium,Medium
1156,0.32587859424920124,Medium,Low
1157,0.4378896882494005,Medium,Low
1158,0.4657302010171954,Medium,Medium
1159,0.6128324650397587,High,Medium
1160,0.49332437652195826,Medium,Low
1161,0.4529053912313824,Medium,Low
1162,0.48751553496780026,Medium,Medium
1163,0.44737721349816234,Medium,Medium
1164,0.32456552372005637,Medium,Low
1165,0.3625683377922531,Medium,Low
1166,0.5530398322851153,Medium,Medium
1167,0.47233009708737866,Medium,Medium
1168,0.30891168242973227,Medium,Low
1169,0.4328471781864299,Medium,Low
1170,0.6576971214017522,High,High
1171,0.4283611383709519,Medium,Medium
1172,0.5568798834591445,Medium,Medium
1173,0.38236597252990695,Medium,Low
1174,0.3623424156161041,Medium,Medium
1175,0.4351016018130834,Medium,Low
1176,0.3997395833333333,Medium,Low
1177,0.28074041427941826,Low,Low
1178,0.3892889288928893,Medium,Low
1179,0.5520189398921478,Medium,Low
1180,0.4559789750328515,Medium,Low
1181,0.4729484132531805,Medium,Low
1182,0.5871162556618018,Medium,Medium
1183,0.40996152471458913,Medium,Low
1184,0.607793681821048,High,Medium
1185,0.4529004393476804,Medium,Low
1186,0.4117355781133944,Medium,Medium
1187,0.33473095737246683,Medium,Low
1188,0.48212083847102344,Medium,Medium
1189,0.37389620578563443,Medium,Low
1190,0.2187604690117253,Low,Low
1191,0.4072002796225096,Medium,Medium
1192,0.4831789371038518,Medium,Medium
1193,0.22741194486983154,Low,Low
1194,0.32471664346788626,Medium,Low
1195,0.42235754675946063,Medium,Medium
1196,0.4727470141150923,Medium,Low
1197,0.4415807560137457,Medium,Medium
1198,0.5680890538033395,Medium,Low
1199,0.4523089080907966,Medium,Low
1200,0.1387955260285979,Low,Low
1201,0.3987583572110793,Medium,Low
1202,0.3635371179039301,Medium,Low
1203,0.5464895023704325,Medium,Medium
1204,0.49436795994993743,Medium,Medium
1205,0.38384845463609174,Medium,Low
1206,0.40271701588763525,Medium,Low
1207,0.4715226497608538,Medium,Low
1208,0.3851394507132212,Medium,Low
1209,0.46656887911013323,Medium,Low
1210,0.345679012345679,Medium,Low
1211,0.39672733049725517,Medium,Low
1212,0.3685035929451975,Medium,Low
1213,0.46493363339916416,Medium,Medium
1214,0.3831560056403025,Medium,Low
1215,0.7143639600164317,High,High
1216,0.3772770853307766,Medium,Low
1217,0.4590984974958264,Medium,Low
1218,0.4193004635482512,Medium,Medium
1219,0.45820506748756806,Medium,Low
1220,0.35109752102216885,Medium,Medium
1221,0.45561083471531233,Medium,Low
1222,0.453416149068323,Medium,Low
1223,0.3567605306027461,Medium,Low
1224,0.5044160942100098,Medium,Low
1225,0.5668202764976958,Medium,Low
1226,0.4350282485875706,Medium,Low
1227,0.3424277456647399,Medium,Medium
1228,0.3911730466161762,Medium,Low
1229,0.5535494460402134,Medium,Medium
1230,0.39729855612482534,Medium,Low
1231,0.5334073685366657,Medium,High
1232,0.3384813384813385,Medium,Medium
1233,0.425911559348332,Medium,Low
1234,0.2808253648716658,Low,Low
1235,0.572063407839756,Medium,Low
1236,0.28574481726864714,Low,Low
1237,0.34423480083857444,Medium,Low
1238,0.510873617497204,Medium,Medium
1239,0.5896391552067364,Medium,High
1240,0.48163082437275984,Medium,Low
1241,0.5070254822576804,Medium,Medium
1242,0.36654653381386476,Medium,Medium
1243,0.5328793492434748,Medium,Low
1244,0.36648071792384185,Medium,Low
1245,0.42898701298701297,Medium,Low
1246,0.23802675104271537,Low,Low
1247,0.37958550371273414,Medium,Low
1248,0.40873516788689723,Medium,Low
1249,0.4692965154503616,Medium,Low
1250,0.45962732919254656,Medium,Medium
1251,0.3999543691535478,Medium,Low
1252,0.4795763993948563,Medium,Medium
1253,0.36728942699091954,Medium,Low
1254,0.5665116279069767,Medium,Medium
1255,0.3777560019598236,Medium,Low
1256,0.47339449541284406,Medium,Medium
1257,0.17739331026528257,Low,Low
1258,0.40867279894875164,Medium,Low
1259,0.269661329176704,Low,Low
1260,0.3781844611341993,Medium,Low
1261,0.49424055719260646,Medium,Low
1262,0.41906936911218956,Medium,Low
1263,0.4836824159766196,Medium,Low
1264,0.45105475231097414,Medium,Low
1265,0.4477302747922997,Medium,Low
1266,0.4437174226461129,Medium,Medium
1267,0.5231652839821315,Medium,Low
1268,0.43730352776807546,Medium,Medium
1269,0.41211437941990364,Medium,Low
1270,0.2507598784194529,Low,Low
1271,0.5793950850661626,Medium,Low
1272,0.45792450652199007,Medium,Medium
1273,0.34562458249833,Medium,Low
1274,0.5180571735818621,Medium,Medium
1275,0.4660063963685134,Medium,Low
1276,0.36703692584809366,Medium,Low
1277,0.434686913151465,Medium,Low
1278,0.515146457481432,Medium,Medium
1279,0.3434354606791284,Medium,Low
1280,0.4668501376032024,Medium,Medium
1281,0.40531829170024175,Medium,Low
1282,0.4090359459162361,Medium,Medium
1283,0.3911569865968264,Medium,Low
1284,0.4519296643069194,Medium,Low
1285,0.43523619739772595,Medium,Low
1286,0.4257588187038556,Medium,Low
1287,0.5070615034168565,Medium,Low
1288,0.2854068015497202,Low,Low
1289,0.5348713161754901,Medium,Medium
1290,0.41912512716174977,Medium,Low
1291,0.4052182172575171,Medium,Medium
1292,0.4295140210633168,Medium,Low
1293,0.3735168485999051,Medium,Medium
1294,0.5126003877042371,Medium,Low
1295,0.40172579098753597,Medium,Low
1296,0.5116215477167076,Medium,Low
1297,0.5073779795686719,Medium,Medium
1298,0.38121440293464615,Medium,Low
1299,0.2527427458217984,Low,Low
1300,0.3955994611585092,Medium,Low
1301,0.6107011070110702,High,High
1302,0.45728155339805826,Medium,Medium
1303,0.48237476808905383,Medium,Low
1304,0.5959697732997481,Medium,Medium
1305,0.4553692795650204,Medium,Low
1306,0.4425416505230531,Medium,Low
1307,0.3593087195600943,Medium,Low
1308,0.40276862228081745,Medium,Low
1309,0.28528485542513604,Low,Medium
1310,0.3101324299353249,Medium,Low
1311,0.40362355309511827,Medium,Medium
1312,0.3186787351592806,Medium,Low
1313,0.36724327614053975,Medium,Low
1314,0.3098871930988719,Medium,Low
1315,0.33701512163050623,Medium,Low
1316,0.4475400718005764,Medium,Medium
1317,0.4365803687837586,Medium,Low
1318,0.3685330307435907,Medium,Low
1319,0.4488771466314399,Medium,Medium
1320,0.3367265786543661,Medium,Low
1321,0.4972663699936427,Medium,Low
1322,0.45632424877707894,Medium,Low
1323,0.4717741935483871,Medium,Medium
1324,0.37634694692031395,Medium,Low
1325,0.38949454905847375,Medium,Low
1326,0.4947904607548044,Medium,Low
1327,0.3858512568022804,Medium,Low
1328,0.5785698273929614,Medium,High
1329,0.37684103605891317,Medium,Low
1330,0.3613885545108501,Medium,Low
1331,0.2250249641818261,Low,Low
1332,0.6024664490388103,High,Medium
1333,0.43291839557399725,Medium,Medium
1334,0.5417640002525412,Medium,Medium
1335,0.2983408748114631,Low,Medium
1336,0.3774889960176064,Medium,Low
1337,0.6089801154586273,High,High
1338,0.44577226606538894,Medium,Low
1339,-0.1882770870337478,Low,Low
1340,0.38368505491793164,Medium,Medium
1341,0.4505213875292615,Medium,Low
1342,0.4092526690391459,Medium,Low
1343,0.4112778065183652,Medium,Medium
1344,0.37397519445028377,Medium,Low
1345,0.4693495554515676,Medium,Medium
1346,0.4648457258472433,Medium,Low
1347,0.41529059176117994,Medium,Low
1348,0.3198589894242068,Medium,Low
1349,0.4249375280322931,Medium,Low
1350,0.372580527353736,Medium,Low
1351,0.37798231803318394,Medium,Low
1352,0.5402298850574713,Medium,Medium
1353,0.39502487562189054,Medium,Low
1354,0.5316986405793419,Medium,Medium
1355,0.32339089481946626,Medium,Low
1356,0.5160158989946224,Medium,Low
1357,0.3928400954653938,Medium,Low
1358,0.5127250155183116,Medium,Low
1359,0.46528852388714803,Medium,Medium
1360,0.48701973001038423,Medium,Medium
1361,0.45734411687972865,Medium,Medium
1362,0.3376736111111111,Medium,Low
1363,0.38017406070897897,Medium,Low
1364,0.5353535353535354,Medium,Low
1365,0.4619435136428913,Medium,Medium
1366,0.38186517337928066,Medium,Low
1367,0.3843971631205674,Medium,Medium
1368,0.46615430091634646,Medium,Low
1369,0.43031970401290204,Medium,Medium
1370,0.505791194156342,Medium,Medium
1371,0.23695551793135294,Low,Low
1372,0.41939085664661,Medium,Medium
1373,0.3626073380171741,Medium,Low
1374,0.23178807947019867,Low,Medium
1375,0.3419023136246787,Medium,Low
1376,0.6453670416328424,High,Medium
1377,0.5021677380774405,Medium,Medium
1378,0.4478203434610304,Medium,Low
1379,0.6087755570870664,High,Medium
1380,0.5261992619926199,Medium,Low
1381,-0.20078640473034365,Low,Low
1382,0.5837338262476895,Medium,Medium
1383,0.3611966053044193,Medium,Low
1384,0.3492105967353492,Medium,Low
1385,0.4583762050242984,Medium,Low
1386,0.2819964349376114,Low,Low
1387,0.4440669106116048,Medium,Medium
1388,0.4056315729955897,Medium,Low
1389,0.43095362167795725,Medium,Low
1390,0.2643727753208931,Low,Low
1391,0.43464009440146845,Medium,Low
1392,0.4243455110190801,Medium,Medium
1393,0.4261987677471203,Medium,Medium
1394,0.49325184619302265,Medium,Medium
1395,0.37945970591587824,Medium,Low
1396,0.34350355526826115,Medium,Low
1397,0.44059770598758285,Medium,Medium
1398,0.43219264892268694,Medium,Low
1399,0.4185003204443495,Medium,Low
1400,0.4006924771797293,Medium,Low
1401,0.3414287967197603,Medium,Low
1402,0.45809675221439927,Medium,Medium
1403,0.543744217127583,Medium,Medium
1404,0.5804743265024177,Medium,Medium
1405,0.3791540785498489,Medium,Low
1406,0.4844356495928153,Medium,Medium
1407,0.638004965019183,High,Medium
1408,0.35157691999037005,Medium,Low
1409,0.1423348132671716,Low,Low
1410,0.4899713467048711,Medium,Medium
1411,0.3092257765414928,Medium,Low
1412,0.3719676549865229,Medium,Medium
1413,0.3880179171332587,Medium,Low
1414,0.3059006211180124,Medium,Low
1415,0.44942263279445727,Medium,Low
1416,0.40603076923076925,Medium,Medium
1417,0.51139491357481,Medium,Low
1418,0.47638718320866363,Medium,Low
1419,0.4219915443577493,Medium,Low
1420,0.4474671669793621,Medium,Low
1421,0.4346750618394423,Medium,Low
1422,0.5341314849821466,Medium,Low
1423,0.34014417761266635,Medium,Medium
1424,0.5318732411599169,Medium,Medium
1425,0.4784791065378341,Medium,Low
1426,0.38073584125671767,Medium,Low
1427,0.45211873678068704,Medium,Medium
1428,0.4084859515413491,Medium,Medium
1429,0.3309734513274336,Medium,Low
1430,0.38481165648291143,Medium,Medium
1431,0.4337688109806516,Medium,Low
1432,0.36341378104232247,Medium,Low
1433,0.48342059336823734,Medium,Medium
1434,0.46258823529411763,Medium,Low
1435,0.3578959301666478,Medium,Low
1436,0.43366241271370093,Medium,Medium
1437,0.4135831381733021,Medium,Medium
1438,0.4236299229006043,Medium,Low
1439,0.7453717754172989,High,High
1440,0.3873581847649919,Medium,Medium
1441,0.4010872134247223,Medium,Low
1442,0.22931143398610235,Low,Low
1443,0.46180836707152495,Medium,Medium
1444,0.4233172647741474,Medium,Medium
1445,0.30235353029544315,Medium,Low
1446,0.533285951196399,Medium,Medium
1447,0.4825748257482575,Medium,Medium
1448,0.463217387308735,Medium,Low
1449,0.5251427018211471,Medium,Medium
1450,0.05193434702099281,Low,Low
1451,0.5039465146649365,Medium,Low
1452,0.5478564307078764,Medium,Medium
1453,0.4189828162841656,Medium,Low
1454,0.47703842549203374,Medium,Low
1455,0.3078275747350412,Medium,Low
1456,0.3797457698459466,Medium,Medium
1457,0.3318797489263297,Medium,Low
1458,0.4526358723360865,Medium,Low
1459,0.4205012088882067,Medium,Low
1460,0.399947271289217,Medium,Low
1461,0.4780662488809311,Medium,Low
1462,0.42452907789750766,Medium,Low
1463,0.3704249168166694,Medium,Low
1464,0.393436796588082,Medium,Low
1465,0.41384341060139407,Medium,Low
1466,0.4755013962934755,Medium,Low
1467,0.4185509921550531,Medium,Medium
1468,0.3424782807498857,Medium,Medium
1469,0.4744232698094283,Medium,Low
1470,0.4627164734506941,Medium,Medium
1471,0.44174340788194244,Medium,Low
1472,0.37534498620055196,Medium,Low
1473,0.4021134593993326,Medium,Low
1474,0.5170838662525123,Medium,Medium
1475,0.5639237563923757,Medium,Medium
1476,0.5427127211457456,Medium,Medium
1477,0.2804363486672841,Low,Low
1478,0.4718989025606917,Medium,Low
1479,0.4106142406030355,Medium,Medium
1480,0.18784794019405124,Low,Low
1481,0.3306122448979592,Medium,Low
1482,0.4273781902552204,Medium,Low
1483,0.25852163921869015,Low,Low
1484,0.4886672710788758,Medium,Low
1485,0.3912954218846233,Medium,Low
1486,0.6836266258607497,High,Medium
1487,0.4744617982271001,Medium,Medium
1488,0.4209513335166346,Medium,Low
1489,0.3277980737296579,Medium,Low
1490,0.4524666525513445,Medium,Low
1491,0.3730032661657356,Medium,Low
1492,0.4930802688809806,Medium,Low
1493,0.49534726904922455,Medium,Low
1494,0.40586949734623784,Medium,Low
1495,0.3213736545361353,Medium,Low
1496,0.46619067618647625,Medium,Low
1497,0.40235910878112713,Medium,Medium
1498,0.4035561005518087,Medium,Low
1499,0.5226680562793121,Medium,Medium
1500,0.334043913877638,Medium,Low
1501,0.3697935530604853,Medium,Low
1502,0.27781352660277037,Low,Low
1503,0.4239955434858297,Medium,Low
1504,0.27012668573763793,Low,Low
1505,0.5778846153846153,Medium,Low
1506,0.4361571096209115,Medium,Low
1507,0.36355140186915885,Medium,Low
1508,0.33442088091353994,Medium,Low
1509,0.39301494601759707,Medium,Low
1510,0.4895857175555047,Medium,Low
1511,0.4828256107138428,Medium,Low
1512,0.2841414851253221,Low,Low
1513,0.43543406153494224,Medium,Low
1514,0.44310281741675817,Medium,Medium
1515,0.5668925391137759,Medium,Medium
